input_artist_name,matched_name,mbid,musicbrainz_country,type,disambiguation,match_status,source_origin_country,source_birth_place,source_current_residence,source_wikidata_id,source_wiki_url,usable_for_network,triage_reason,promotion_source,promotion_reason
Tarek Alarabi Tourgan,Tarek Alarabi Tourgane,3146e931-6a11-43fb-95a7-886371337e39,SY,Person,Algerian-Syrian composer and singer,auto_accept,Syria,Damascus,Algeria,Q12221475,https://en.wikipedia.org/wiki/Tarek_Alarabi_Tourgane,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Marcel Pérès,Marcel Pérès,3bc2ad4d-e6cc-453a-84bb-7818edd3fa04,FR,Person,,auto_accept,Syria,,France,Q646785,https://en.wikipedia.org/wiki/Marcel_P%C3%A9r%C3%A8s,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Pierre Bensusan,Pierre Bensusan,3ba0b57d-003a-47fa-8e36-37b847fa9195,FR,Person,,auto_accept,Syria,,France,Q945525,https://en.wikipedia.org/wiki/Pierre_Bensusan,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Abed Azrie,Abed Azrié,abd51f20-f80d-4114-b139-5b71bc4bbce9,FR,Person,,auto_accept,Syria,,France,Q2821467,https://en.wikipedia.org/wiki/Abed_Azrie,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Juliana Jendo,Juliana Jendo,e8bc2155-0bc4-4d7f-8402-7be99bcdf677,,Person,,auto_accept,Syria,Tell Tamer,Syria,Q4115973,https://en.wikipedia.org/wiki/Juliana_Jendo,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Marie France,Marie France,75ebf20c-b883-4e6a-a53f-57a9109180cb,FR,Person,"Marie-France Garcia, born 1946 in Oran",auto_accept,Syria,,France,Q732921,https://en.wikipedia.org/wiki/Marie_France,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Maurice El Mediouni,Maurice El Médioni,96a5d7f3-1fca-47f7-81a3-a3b430d302a2,FR,Person,,auto_accept,Syria,,France,Q2156989,https://en.wikipedia.org/wiki/Maurice_El_M%C3%A9diouni,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Asma Ghanem,Asma Ghanem,32368bc3-8f91-4b17-adfe-4cde4b6d0704,PS,Person,,auto_accept,Syria,,Palestine,Q112635487,https://en.wikipedia.org/wiki/Asma_Ghanem,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Lynda Thalie,Lynda Thalie,4632f3b6-3c55-4868-9c5f-de5f5b742250,,Person,,auto_accept,Syria,,Algeria,Q2741269,https://en.wikipedia.org/wiki/Lynda_Thalie,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Sebu Simonian,Sebu Simonian,4ce3b691-0e45-4ed9-b367-6ed530ee3e78,US,Person,"Armenian-American musician, singer-songwriter, and record producer",auto_accept,Syria,,United States,Q18356445,https://en.wikipedia.org/wiki/Sebu_Simonian,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Nassif Zeytoun,Nassif Zeytoun,262eb097-fcfd-4fca-a8f4-7f2fcf932951,SY,Person,,auto_accept,Syria,Daraa,Syria,Q4118254,https://en.wikipedia.org/wiki/Nassif_Zeytoun,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Mihemed Şêxo,Mihemed Şêxo,4d2a36df-6e4c-4842-9be9-86fe8a8fc58d,SY,Person,,auto_accept,Syria,Qamishli,Syria,Q6992997,https://en.wikipedia.org/wiki/Mihemed_%C5%9E%C3%AAxo,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ysa Ferrer,Ysa Ferrer,6b004542-f75f-4dd7-bbb4-4eeb1b2212ae,FR,Person,,auto_accept,Syria,,France,Q3573041,https://en.wikipedia.org/wiki/Ysa_Ferrer,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Kinan Azmeh,Kinan Azmeh,31d46bc1-2e7c-4192-a013-73f6e46ecbcb,US,Person,Syrian clarinetist,auto_accept,Syria,,Syria,Q1512286,https://en.wikipedia.org/wiki/Kinan_Azmeh,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
François Rabbath,François Rabbath,a85e2299-a4ef-42a4-bde9-da327512dfff,FR,Person,,auto_accept,Syria,Aleppo,France,Q322222,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Rabbath,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Waed Bouhassoun,Waed Bouhassoun,05b17ff9-e440-437f-ad59-2e25cc2d3e68,FR,Person,,auto_accept,Syria,Syria,Syria,Q22690718,https://en.wikipedia.org/wiki/Waed_Bouhassoun,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Errol Parker,Errol Parker,6952c973-d9ea-4355-8769-a9ae15ab71cc,FR,Person,,auto_accept,Syria,,France,Q747821,https://en.wikipedia.org/wiki/Errol_Parker,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Franck Amsallem,Franck Amsallem,13174e45-ad9e-4ccf-83ef-19f69dc49136,FR,Person,,auto_accept,Syria,,France,Q1442411,https://en.wikipedia.org/wiki/Franck_Amsallem,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Daniel Charles,Daniel Charles,8b267ac2-1790-4ca8-9325-686579ff40cd,FR,Person,French musicologist,auto_accept,Syria,,France,Q3013855,https://en.wikipedia.org/wiki/Daniel_Charles,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Louis Bertignac,Louis Bertignac,e1e12165-2f0b-4e2b-b2af-3a7014856a48,FR,Person,,auto_accept,Syria,,France,Q3261244,https://en.wikipedia.org/wiki/Louis_Bertignac,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
NOURI,Nouri,66e87b9b-c7fd-49c3-ba0c-00d63e86e73a,,Person,,auto_accept,Syria,Damascus,New Zealand,Q59554894,https://en.wikipedia.org/wiki/NOURI_(artist),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Haig Yazdjian,Haig Yazdjian,ac1e60e1-ff65-4139-902c-adb4065e489c,AM,Person,,auto_accept,Syria,,,Q2622788,https://en.wikipedia.org/wiki/Haig_Yazdjian,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Houari Benchenet,Houari Benchenet,0278c6a0-288d-43e8-845a-d67a4fafb0c2,DZ,Person,,auto_accept,Syria,,Algeria,Q3141230,https://en.wikipedia.org/wiki/Houari_Benchenet,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Bouteldja Belkacem,Bouteldja Belkacem,6766d384-fc19-474d-a66a-8f173ad8b8f5,DZ,Person,Algerian Singer,auto_accept,Syria,,Algeria,Q16151610,https://en.wikipedia.org/wiki/Bouteldja_Belkacem,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Nouri Iskandar,Nouri Iskandar,0116b51e-5e1c-4735-8bee-c330a8d6c8f2,SY,Person,,auto_accept,Syria,Deir ez-Zor,Second Syrian Republic,Q7063908,https://en.wikipedia.org/wiki/Nouri_Iskandar,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Iyad Rimawi,Iyad Rimawi,4fba2e16-5dcc-4aa9-ade3-aefcd7ccdfec,SY,Person,,auto_accept,Syria,Damascus,Palestine,Q28714832,https://en.wikipedia.org/wiki/Iyad_Rimawi,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
François Valéry,François Valéry,d862f632-4cac-4eb8-9cfb-8d6bd8ebb3dc,FR,Person,,auto_accept,Syria,,France,Q3085966,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Val%C3%A9ry,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Cheb Kader,Cheb Kader,8bdeed6f-1eb0-4234-9eba-f63943439338,MA,Person,,auto_accept,Syria,,Morocco,Q17318613,https://en.wikipedia.org/wiki/Cheb_Kader,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Thierry Pastor,Thierry Pastor,ba879461-e8ce-44a1-ba8c-9c2a9f00e243,FR,Person,,auto_accept,Syria,,France,Q3524465,https://en.wikipedia.org/wiki/Thierry_Pastor,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Jean-Paul Sevilla,Jean-Paul Sevilla,3b5d0819-9473-47a7-bcfe-58a5dda3acc2,FR,Person,pianist,auto_accept,Syria,,France,Q6169814,https://en.wikipedia.org/wiki/Jean-Paul_Sevilla,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Racha Arodaky,Racha Arodaky,89f7c0ee-1f1f-4a27-b368-d81e78e9aabd,FR,Person,pianist,auto_accept,Syria,,France,Q3416050,https://en.wikipedia.org/wiki/Racha_Arodaky,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Zaid Jabri,Zaid Jabri,d564c6e8-2322-4e0f-b8d0-5faf51e76a43,PL,Person,Syrian-Polish composer,auto_accept,Syria,Damascus,Kraków,Q111731340,https://en.wikipedia.org/wiki/Zaid_Jabri,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Bilal Khan,Bilal Khan,49c56a79-849e-4289-9f3e-293043b0479a,,Person,,auto_accept,Syria,Middle East,Pakistan,Q16231372,https://en.wikipedia.org/wiki/Bilal_Khan_(singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Frankie Jordan,Frankie Jordan,5aca0816-c048-4b04-90e0-2091e4279632,FR,Person,French 1960s rock singer Claude Benzaquen,auto_accept,Syria,,France,Q3082905,https://en.wikipedia.org/wiki/Frankie_Jordan,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
François Boulanger,François Boulanger,d178a2f7-8b3e-4816-a5d7-0e2c76813234,FR,Person,French conductor,auto_accept,Syria,,France,Q18610875,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Boulanger,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Djaffar Bensetti,Djaffar Bensetti,ebd02023-782e-4f45-bc16-cc484f55d7ce,,Person,,auto_accept,Syria,,Algeria,Q99690076,https://en.wikipedia.org/wiki/Djaffar_Bensetti,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Louis Musy,Louis Musy,1f165476-fd54-4513-95e5-debd583029f0,FR,Person,baritone,auto_accept,Syria,,France,Q3262768,https://en.wikipedia.org/wiki/Louis_Musy,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
André Mallabrera,André Mallabrera,cd474e9c-7406-468e-b8bf-e57b046e3f6c,,Person,tenor,auto_accept,Syria,,France,Q41623162,https://en.wikipedia.org/wiki/Andr%C3%A9_Mallabrera,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Layal Watfeh,Layal Watfeh,0d76a734-acc9-47ac-b84a-06ef2af2fa81,SY,Person,Syrian composer/musician/voice actor,auto_accept,Syria,Damascus,Damascus,Q54913981,https://en.wikipedia.org/wiki/Layal_Watfeh,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Kareem Roustom,Kareem Roustom,9da38038-5009-49e7-abbe-6080283235c6,US,Person,Syrian-American composer,auto_accept,Syria,,,Q95846189,https://en.wikipedia.org/wiki/Kareem_Roustom,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Basel Rajoub,Basel Rajoub,c5f7f1ad-a880-440b-ac99-ebaae264a235,,Person,"SAXOPHONIST, COMPOSER",auto_accept,Syria,,,Q4866654,https://en.wikipedia.org/wiki/Basel_Rajoub,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Khyam Allami,Khyam Allami,a2d6c3ee-10e0-4bd9-b5fe-f5bd196e9911,GB,Person,,auto_accept,Syria,Damascus,Damascus,Q6403470,https://en.wikipedia.org/wiki/Khyam_Allami,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Bashar Murad,Bashar Murad,5a289a16-e872-4058-ba3d-4e108e46ff5c,PS,Person,,auto_accept,Palestine,Al-Ram,Palestine,Q65658874,https://en.wikipedia.org/wiki/Bashar_Murad,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
MC Abdul,MC Abdul,bd49121d-3dd5-46ae-8ef9-69c66fd01bff,,Person,Palestinian rapper,auto_accept,Palestine,Gaza City,Israel,Q108003855,https://en.wikipedia.org/wiki/MC_Abdul,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ramzi Aburedwan,Ramzi Aburedwan,d5dd2045-d06f-4f65-a89d-690831e79210,PS,Person,,auto_accept,Palestine,Bethlehem,France,Q19667554,https://en.wikipedia.org/wiki/Ramzi_Aburedwan,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ester Rada,Ester Rada,38d6b5cc-8166-4a7c-b85f-eb2116ef7258,IL,Person,,auto_accept,Palestine,Kiryat Arba,Israel,Q6899049,https://en.wikipedia.org/wiki/Ester_Rada,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Asher Swissa,Asher Swissa,541c9765-26c4-4e81-b5f1-212fe2764103,IL,Person,,auto_accept,Palestine,Jerusalem,Israel,Q4804862,https://en.wikipedia.org/wiki/Asher_Swissa,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yoad Nevo,Yoad Nevo,7c1d080b-4c39-4867-af2a-06ff21cd89c5,GB,Person,,auto_accept,Palestine,Jerusalem,Israel,Q8054173,https://en.wikipedia.org/wiki/Yoad_Nevo,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ehud Ettun,Ehud Ettun,66749ff5-8b15-432b-9e2d-4a91f93ccbae,,Person,,auto_accept,Palestine,Jerusalem,Mitzpe Ramon,Q18353027,https://en.wikipedia.org/wiki/Ehud_Ettun,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yaron Kohlberg,Yaron Kohlberg,f9102a80-8812-4cc8-8346-565681a90d86,US,Person,pianist,auto_accept,Palestine,Jerusalem,Israel,Q8049444,https://en.wikipedia.org/wiki/Yaron_Kohlberg,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Hila Plitmann,Hila Plitmann,50373669-3d16-449d-a349-34b8d08737e1,IL,Person,Israeli-American soprano,auto_accept,Palestine,Jerusalem,Israel,Q282560,https://en.wikipedia.org/wiki/Hila_Plitmann,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yuval Gabay,Yuval Gabay,6f4c7509-8559-4c39-ae3f-3e54b5ea35ab,US,Person,,auto_accept,Palestine,Jerusalem,United States,Q8062150,https://en.wikipedia.org/wiki/Yuval_Gabay,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Sivan Magen,Sivan Magen,8127416b-fc25-4c87-a6fb-846e2cb54a42,IL,Person,harpist,auto_accept,Palestine,Jerusalem,New York City,Q20657243,https://en.wikipedia.org/wiki/Sivan_Magen,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ran Nir,Ran Nir,d13bcfdb-2fa9-4f57-9ad8-c445a2a88fe4,IL,Person,,auto_accept,Palestine,Jerusalem,Germany,Q74262504,https://en.wikipedia.org/wiki/Ran_Nir,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Zanvil Weinberger,Zanvil Weinberger,c79c86a3-7191-41cb-801b-ce705c13727b,IL,Person,,auto_accept,Palestine,Jerusalem,Israel,Q110926805,https://en.wikipedia.org/wiki/Zanvil_Weinberger,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ayelet Rose Gottlieb,Ayelet Rose Gottlieb,81957072-51de-4bd2-9ec5-1bb431173c0b,IL,Person,,auto_accept,Palestine,Jerusalem,Israel,Q18018542,https://en.wikipedia.org/wiki/Ayelet_Rose_Gottlieb,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Moshe Nathanson,Moshe Nathanson,c011fb5c-747a-4dc7-beed-49c243dec891,,Person,,auto_accept,Palestine,Jerusalem,Ottoman Empire,Q15711015,https://en.wikipedia.org/wiki/Moshe_Nathanson,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Bracha Eden,Bracha Eden,4af62533-2d92-4a62-9cab-e8e1ba1f9b09,IL,Person,,auto_accept,Palestine,Jerusalem,Israel,Q54572860,https://en.wikipedia.org/wiki/Bracha_Eden,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Shabjdeed,Shabjdeed,99e070e6-e232-4731-81db-666b448626d7,,Person,Palestinian rapper,auto_accept,Palestine,Jerusalem,Palestine,Q106570586,https://en.wikipedia.org/wiki/Shabjdeed,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Amihai Grosz,Amihai Grosz,491ae68b-28a8-445f-90a1-6bdde25635b5,DE,Person,violist,auto_accept,Palestine,Jerusalem,Israel,Q6586745,https://en.wikipedia.org/wiki/Amihai_Grosz,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Lyrik,Lyrik,d2d03c7b-e5c1-4517-873a-7a905baeb705,,Person,German rapper,auto_accept,Palestine,Jerusalem,Israel,Q6710033,https://en.wikipedia.org/wiki/Lyrik,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Eitan Avitsur,Eitan Avitsur,4390b1f3-0ba8-4c72-96d3-0bf9b27b7cdd,IL,Person,composer / conductor,auto_accept,Palestine,Jerusalem,Israel,Q5349997,https://en.wikipedia.org/wiki/Eitan_Avitsur,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Raz Mesinai,Raz Mesinai,0046f732-3d5a-46af-a0ef-5099331b958f,US,Person,,auto_accept,Palestine,Jerusalem,Jerusalem,Q7299433,https://en.wikipedia.org/wiki/Raz_Mesinai,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Tamar Muskal,Tamar Muskal,c5a3e7fd-b6b0-41a2-929a-77b94b0e5833,US,Person,,auto_accept,Palestine,Jerusalem,United States,Q109531343,https://en.wikipedia.org/wiki/Tamar_Muskal,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Kohava Levy,Kohava Levy,ae7f8b18-4140-4181-9af7-c286ce5defbb,IL,Person,,auto_accept,Palestine,Jerusalem,Jerusalem,Q21104229,https://en.wikipedia.org/wiki/Kohava_Levy,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
