input_artist_name,matched_name,mbid,musicbrainz_country,type,disambiguation,score,match_status,notes,source_name,source_wikidata_id,source_origin_country,source_birth_place,source_current_residence,source_wiki_url
Yakiv Stepovy,Яків Степанович Степовий,59305297-32ac-42f5-a087-e35d7b8844aa,UA,Person,Yakiv Stepanovych Stepovy,100,review_needed,Candidate is disambiguated and should be checked manually.,Yakiv Stepovy,Q8047116,Ukraine,Kharkiv,Russian Empire,https://en.wikipedia.org/wiki/Yakiv_Stepovy
Roman Kupchynskyi,Roman Flügel,5286b91c-5d42-4cab-933a-77e30eb74ddc,,Person,,100,review_needed,Candidate needs manual review.,Roman Kupchynskyi,Q12115897,Ukraine,Rozhadiv,Austria–Hungary,https://en.wikipedia.org/wiki/Roman_Kupchynskyi
Dalia Stasevska,Dalia Stasevska,b8eb520f-7dcd-4c3a-aa95-d7804427deba,FI,Person,conductor,100,auto_accept,Very high score and near-exact name match.,Dalia Stasevska,Q18421683,Ukraine,Kyiv,Helsinki,https://en.wikipedia.org/wiki/Dalia_Stasevska
Bohdan Sehin,Bohdan Warchal,d7d50deb-5932-4121-baea-d7b6bf2afbf0,SK,Person,"violinist, conductor",100,review_needed,Candidate is disambiguated and should be checked manually.,Bohdan Sehin,Q20069709,Ukraine,Borshchiv,Borshchiv,https://en.wikipedia.org/wiki/Bohdan_Sehin
Olena Karpenko,Olena,b97425cb-a23c-4e37-bd61-fdf2f0ae7e68,,,Artist working with Vakula,100,review_needed,Candidate is disambiguated and should be checked manually.,Olena Karpenko,Q29875192,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Olena_Karpenko
Rezz,REZZ,2eaf4267-4dd6-412a-9bb0-596afb90215b,CA,Person,EDM producer Isabelle Rezazadeh,100,auto_accept,Very high score and near-exact name match.,Rezz,Q35487701,Ukraine,Ukraine,Canada,https://en.wikipedia.org/wiki/Rezz
Miss Monique,Miss Monique,167f05d9-c9d2-48b5-977d-98d7c78834f8,,Person,Ukrainian trance artist Alesia Arkusha,100,auto_accept,Very high score and near-exact name match.,Miss Monique,Q111208579,Ukraine,Kropyvnytskyi,Lisbon,https://en.wikipedia.org/wiki/Miss_Monique
Ireesha,Ireesha,3f4dce07-7b87-437e-ab72-50e35d48cb48,UA,Person,,100,auto_accept,Very high score and near-exact name match.,Ireesha,Q1274170,Ukraine,Kyiv,Soviet Union,https://en.wikipedia.org/wiki/Iryna_Blokhina
Russya,Руся,9b685bb1-aba7-43e9-b690-832585f2ce1e,UA,Person,українська поп-співачка,100,review_needed,Candidate is disambiguated and should be checked manually.,Russya,Q2559497,Ukraine,Kyiv,Canada,https://en.wikipedia.org/wiki/Russya
Yevheniia Vlasova,V. Vlasova,32d6c537-969e-401d-8cda-d1ae6e13b815,,Person,,100,review_needed,Candidate needs manual review.,Yevheniia Vlasova,Q2601883,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Evgenia_Vlasova
Raisa Kyrychenko,Raisa,9bc1b374-43de-443c-abba-e2e946601dea,ID,Person,Indonesian singer,100,review_needed,Candidate is disambiguated and should be checked manually.,Raisa Kyrychenko,Q4221478,Ukraine,Hlobyne Raion,Soviet Union,https://en.wikipedia.org/wiki/Raisa_Kyrychenko
Sidi Tal,Sidi Tal,2c18b93b-1e20-462d-85a7-6981c4e74d30,,Person,,100,auto_accept,Very high score and near-exact name match.,Sidi Tal,Q4450651,Ukraine,Chernivtsi,Austria–Hungary,https://en.wikipedia.org/wiki/Sidi_Tal
Lilia Sandulesu,Лілія Сандулесу,ed9f812b-7211-42ff-b0db-50252b128b9d,UA,Person,Lilia Sandulesu,100,review_needed,Candidate is disambiguated and should be checked manually.,Lilia Sandulesu,Q12150532,Ukraine,Marshyntsi,Soviet Union,https://en.wikipedia.org/wiki/Lilia_Sandulesu
Marina Łuczenko,Marina,b37e091c-d2ee-4707-bfb1-402fc32f29bd,PL,Person,Polish singer Marina Łuczenko,100,review_needed,Candidate is disambiguated and should be checked manually.,Marina Łuczenko,Q11769968,Ukraine,Vinnytsia,Poland,https://en.wikipedia.org/wiki/Marina_(Polish_singer)
Taras Topolya,Тарас Тополя,c72e2779-ed02-464f-9166-f40eb7286235,UA,Person,"Ukrainian vocalist, member of the Territorial Defense Forces",100,review_needed,Candidate is disambiguated and should be checked manually.,Taras Topolya,Q29759139,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Taras_Topolia
Artem Kotenko,Артем Котенко,f36e4420-deea-43cb-8b4c-1df085d9f2c6,UA,Person,,100,review_needed,Candidate needs manual review.,Artem Kotenko,Q130354657,Ukraine,Okhtyrka,Ukraine,https://en.wikipedia.org/wiki/Artem_Kotenko
Ihor Kondratyuk,Ihor Fedyk,97c5de93-2589-4c60-bafd-2ad5cfaea4f9,,Person,,100,review_needed,Candidate needs manual review.,Ihor Kondratyuk,Q4230628,Ukraine,Pryhiria,Soviet Union,https://en.wikipedia.org/wiki/Igor_Kondratyuk
Valery Klimov,Валерий Климов,f132c35b-9c26-4cc4-a80b-5cfd04082c10,RU,Person,violinist,100,review_needed,Candidate is disambiguated and should be checked manually.,Valery Klimov,Q4223729,Ukraine,Kyiv,Russia,https://en.wikipedia.org/wiki/Valery_Klimov_(violinist)
Valeriy Sokolov,Valeriy Sokolov,55a4085c-be04-4eb3-8b5e-70dc03ae0c8d,DE,Person,violinist,100,auto_accept,Very high score and near-exact name match.,Valeriy Sokolov,Q1378764,Ukraine,Kharkiv,Ukraine,https://en.wikipedia.org/wiki/Valeriy_Sokolov
Julian Sitkovetsky,Юлиан Ситковецкий,46e190e8-dca2-438c-8404-6143e182ae89,SU,Person,Russian violinist,100,review_needed,Candidate is disambiguated and should be checked manually.,Julian Sitkovetsky,Q4421099,Ukraine,Kyiv,Soviet Union,https://en.wikipedia.org/wiki/Julian_Sitkovetsky
Jonasz Kofta,Jonasz Kofta,78016b0c-199d-4dba-9727-b970401af4e7,PL,Person,,100,auto_accept,Very high score and near-exact name match.,Jonasz Kofta,Q278002,Ukraine,Mizoch,Poland,https://en.wikipedia.org/wiki/Jonasz_Kofta
Joseph Beer,Joseph Haydn,c130b0fb-5dce-449d-9f40-1437f889f7fe,AT,Person,composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Joseph Beer,Q88552,Ukraine,Khodoriv,Vienna,https://en.wikipedia.org/wiki/Joseph_Beer
Antonio Spadavecchia,Antonio Vivaldi,ad79836d-9849-44df-8789-180bbc823f3c,IT,Person,Italian baroque composer and violinist,100,review_needed,Candidate is disambiguated and should be checked manually.,Antonio Spadavecchia,Q196267,Ukraine,Odesa,Soviet Union,https://en.wikipedia.org/wiki/Antonio_Spadavecchia
Al Sherman,Al Sherman,8fd502d1-eef3-4962-a478-9cb229bd8f63,US,Person,jazz trombone,100,auto_accept,Very high score and near-exact name match.,Al Sherman,Q1260972,Ukraine,Kyiv,United States,https://en.wikipedia.org/wiki/Al_Sherman
Mieczysław Sołtys,Mieczysław Weinberg,554fbabf-54f4-4640-8eb6-88693b6085c7,SU,Person,a.k.a. Vainberg (composer),100,review_needed,Candidate is disambiguated and should be checked manually.,Mieczysław Sołtys,Q328273,Ukraine,Lviv,Austria–Hungary,https://en.wikipedia.org/wiki/Mieczys%C5%82aw_So%C5%82tys
Nicholas Brodzsky,Nicholas Brodzsky,3d361dba-4b1f-41b6-a56d-b5a116278d20,UA,Person,,100,auto_accept,Very high score and near-exact name match.,Nicholas Brodzsky,Q1991393,Ukraine,Odesa,Hungary,https://en.wikipedia.org/wiki/Nicholas_Brodszky
Mordechai Zeira,מרדכי זעירא,94d26a3f-658b-43b2-9677-eee55e0203a8,IL,Person,,100,review_needed,Candidate needs manual review.,Mordechai Zeira,Q2911798,Ukraine,Kyiv,Afikim,https://en.wikipedia.org/wiki/Mordechai_Zeira
Iosif Kotek,Kotek,3bdb2308-a723-4a58-86f6-cf7a8fdea196,,Person,Canadian electronic music producer Mike Mlikotic,100,review_needed,Candidate is disambiguated and should be checked manually.,Iosif Kotek,Q471989,Ukraine,Kamianets-Podilskyi,Russian Empire,https://en.wikipedia.org/wiki/Iosif_Kotek
Mikhail Goldstein,Mikhail Goldstein,e177d716-4230-4826-a7de-c400f7d94838,UA,Person,Soviet composer and violinist,100,auto_accept,Very high score and near-exact name match.,Mikhail Goldstein,Q478325,Ukraine,Odesa,Germany,https://en.wikipedia.org/wiki/Mikhail_Goldstein
Zi Faámelu,Zi Zi,5c00aa47-50e2-48c4-979c-e7d116b72a84,,Person,"Known for song ""Look Back"".",100,review_needed,Candidate is disambiguated and should be checked manually.,Zi Faámelu,Q2910906,Ukraine,Chornomorske,Kyiv,https://en.wikipedia.org/wiki/Zi_Fa%C3%A1melu
Arkady Ukupnik,Аркадий Укупник,f29fdbef-cdf8-43ca-914c-c0c1998845cc,RU,Person,,100,review_needed,Candidate needs manual review.,Arkady Ukupnik,Q4470765,Ukraine,Kamianets-Podilskyi,Russia,https://en.wikipedia.org/wiki/Arkady_Ukupnik
Krystyna Moszumańska-Nazar,Krystyna Moszumańska-Nazar,f7346750-6002-4018-a14e-7117a50df208,PL,Person,,100,auto_accept,Very high score and near-exact name match.,Krystyna Moszumańska-Nazar,Q519116,Ukraine,Lviv,Poland,https://en.wikipedia.org/wiki/Krystyna_Moszuma%C5%84ska-Nazar
Francesco Pollini,Francesco Pollini,7d1195c1-ca0f-47fb-9607-bb62126e596b,,Person,Austrian-Roman musician,100,auto_accept,Very high score and near-exact name match.,Francesco Pollini,Q1351579,Ukraine,Lubiana,Austrian Empire,https://en.wikipedia.org/wiki/Francesco_Pollini
Sasha Boole,Sasha Boole,6124caab-e837-40c7-94e5-33621ef09d63,UA,Person,,100,auto_accept,Very high score and near-exact name match.,Sasha Boole,Q28919523,Ukraine,Zhytomyr,Ukraine,https://en.wikipedia.org/wiki/Sasha_Boole
Yechiel Michel of Zlotshov,Jean‐Michel Jarre,86e2e2ad-6d1b-44fd-9463-b6683718a1cc,FR,Person,,100,review_needed,Candidate needs manual review.,Yechiel Michel of Zlotshov,Q1686098,Ukraine,Brody,Brody,https://en.wikipedia.org/wiki/Yechiel_Michel_of_Zlotshov
Adolph Baller,Adolph Baller,6e54f4c6-faa9-4eb8-afc5-7a65e9a87719,US,Person,pianist,100,auto_accept,Very high score and near-exact name match.,Adolph Baller,Q86412,Ukraine,Brody,Austria,https://en.wikipedia.org/wiki/Adolph_Baller
Fedir Yakymenko,Fedir Tkachov,da253d9b-4487-4bd7-94a2-6a063ee35952,UA,Person,,100,review_needed,Candidate needs manual review.,Fedir Yakymenko,Q2000816,Ukraine,Pisky,Ukrainian People's Republic,https://en.wikipedia.org/wiki/Fedir_Yakymenko
Sándor Kallós,Kallós Zoltán,b8a57822-8705-420b-92bf-72ef7ad5bff3,RO,Person,,100,review_needed,Candidate needs manual review.,Sándor Kallós,Q2040332,Ukraine,Chernivtsi,Russia,https://en.wikipedia.org/wiki/S%C3%A1ndor_Kall%C3%B3s
Oleksandr Shchetynsky,Alexander Shchetynsky,c5abdcf1-60ef-4f0d-a4d1-dee6bd595def,UA,Person,,100,auto_accept,High score and strong name similarity.,Oleksandr Shchetynsky,Q2033246,Ukraine,Kharkiv,Soviet Union,https://en.wikipedia.org/wiki/Alexander_Shchetynsky
Jan Kleczyński,Jan Kleczyński,fd92d5d9-80e8-4309-ab98-f91351885b7a,PL,Person,,100,auto_accept,Very high score and near-exact name match.,Jan Kleczyński,Q2080097,Ukraine,Ivanychi,Congress Poland,https://en.wikipedia.org/wiki/Jan_Kleczy%C5%84ski_Sr.
Anatole Fistoulari,Anatole Fistoulari,8967f5da-ab20-4eb8-a00d-1855f9110f58,GB,Person,conductor,100,auto_accept,Very high score and near-exact name match.,Anatole Fistoulari,Q487710,Ukraine,Kyiv,United Kingdom,https://en.wikipedia.org/wiki/Anatole_Fistoulari
Misha Marvin,Marvin Gaye,afdb7919-059d-43c1-b668-ba1d265e7e42,US,Person,,100,review_needed,Candidate needs manual review.,Misha Marvin,Q48869199,Ukraine,Chernivtsi,Russia,https://en.wikipedia.org/wiki/Misha_Marvin
Oleg Maisenberg,Oleg Maisenberg,aca97bb9-e249-4fe1-8615-72373798154d,RU,Person,pianist,100,auto_accept,Very high score and near-exact name match.,Oleg Maisenberg,Q685169,Ukraine,Odesa,Austria,https://en.wikipedia.org/wiki/Oleg_Maisenberg
Naum Shtarkman,Наум Штаркман,ad250c7a-62e6-44a5-9db0-c0516d9f89b8,SU,Person,pianist,100,review_needed,Candidate is disambiguated and should be checked manually.,Naum Shtarkman,Q2389887,Ukraine,Zhytomyr,Russia,https://en.wikipedia.org/wiki/Naum_Shtarkman
Dmytro Klebanov,Dmytro Morykit,7cac5995-6910-47c9-a87d-439c30f1dc83,GB,Person,,100,review_needed,Candidate needs manual review.,Dmytro Klebanov,Q2372417,Ukraine,Kharkiv,Russian Empire,https://en.wikipedia.org/wiki/Dmitri_Klebanov
Lev Steinberg,Лев Штейнберг,46995c56-bcb5-49b3-b508-d0abe7d25881,RU,Person,,100,review_needed,Candidate needs manual review.,Lev Steinberg,Q2478992,Ukraine,Dnipro,Russian Empire,https://en.wikipedia.org/wiki/Lev_Steinberg
Charlie Spivak,Charlie Spivak,a18c050d-b706-441f-924c-ef0ce253b588,US,Person,,100,auto_accept,Very high score and near-exact name match.,Charlie Spivak,Q2645829,Ukraine,Kyiv,United States,https://en.wikipedia.org/wiki/Charlie_Spivak
Maksym Tymoshenko,Maksym Rzemiński,3d599dc9-2ad9-4bc3-a255-ced2d9e22b40,PL,Person,,100,review_needed,Candidate needs manual review.,Maksym Tymoshenko,Q12161214,Ukraine,Kyiv,Kyiv,https://en.wikipedia.org/wiki/Maksym_Tymoshenko
Alexander Gavrylyuk,Alexander Gavrylyuk,d80dd951-8c3b-4efb-8196-e44b410f7616,AU,Person,pianist,100,auto_accept,Very high score and near-exact name match.,Alexander Gavrylyuk,Q2082375,Ukraine,Kharkiv,Australia,https://en.wikipedia.org/wiki/Alexander_Gavrylyuk
Mykhailo Haivoronsky,Mykhailo Chirko,25c17acc-5ec0-4dd9-8487-806126a877fa,UA,Person,"Ukrainian bassist, member of the Territorial Defense Forces",100,review_needed,Candidate is disambiguated and should be checked manually.,Mykhailo Haivoronsky,Q6831026,Ukraine,Zalishchyky,Zalishchyky,https://en.wikipedia.org/wiki/Michael_Hayvoronsky
Albert Markov,Albert Markov,128f928c-6450-4f87-9e16-30ab099aa253,US,Person,violinist,100,auto_accept,Very high score and near-exact name match.,Albert Markov,Q2831383,Ukraine,Kharkiv,Soviet Union,https://en.wikipedia.org/wiki/Albert_Markov
Alexander Abramsky,Alexander Abramsky,0cb682d0-3304-46bb-bf6d-1051c00077fd,RU,Person,,100,auto_accept,Very high score and near-exact name match.,Alexander Abramsky,Q2833392,Ukraine,Lutsk,Russian Empire,https://en.wikipedia.org/wiki/Alexander_Abramsky
Alexander Gustav Winkler,Gustav Winckler,f296083e-9c83-4efa-a497-ccf27c2b0b8a,DK,Person,"Danish singer, composer and music publisher",100,review_needed,Candidate is disambiguated and should be checked manually.,Alexander Gustav Winkler,Q2833233,Ukraine,Kharkiv,France,https://en.wikipedia.org/wiki/Alexander_Winkler_(composer)
Anatoliy Avdiyevsky,Anatoliy Frolov,28ee0887-1d81-423a-93ee-e0d10a02fcdc,,,,100,review_needed,Candidate needs manual review.,Anatoliy Avdiyevsky,Q4055557,Ukraine,Pidlisne,Soviet Union,https://en.wikipedia.org/wiki/Anatoly_Avdievsky
Pyotr Ilyich Tchaikovsky,Пётр Ильич Чайковский,9ddd7abc-9e1b-471d-8031-583bc6bc8be9,RU,Person,Russian romantic composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Pyotr Ilyich Tchaikovsky,Q7315,Russia,Votkinsk,Alapayevsk,https://en.wikipedia.org/wiki/Pyotr_Ilyich_Tchaikovsky
Anna Netrebko,Анна Нетребко,90cba256-80b2-464f-9d58-a877a3757d3a,RU,Person,soprano,100,review_needed,Candidate is disambiguated and should be checked manually.,Anna Netrebko,Q78516,Russia,Krasnodar,Austria,https://en.wikipedia.org/wiki/Anna_Netrebko
Igor Stravinsky,Игорь Фёдорович Стравинский,c278de2c-9696-4fdf-a919-0781cd945e2c,RU,Person,Russian composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Igor Stravinsky,Q7314,Russia,Lomonosov,Biarritz,https://en.wikipedia.org/wiki/Igor_Stravinsky
Boris Pasternak,Борис Пастернак,8c9ca3ca-fe4b-425c-b4aa-88dbd2f20768,SU,Person,,100,review_needed,Candidate needs manual review.,Boris Pasternak,Q41223,Russia,Moscow,Russian Empire,https://en.wikipedia.org/wiki/Boris_Pasternak
Valery Leontiev,Валерий Леонтьев,0d1e04f4-ddb6-4b66-8b0b-7f3b66f34d6e,RU,Person,,100,review_needed,Candidate needs manual review.,Valery Leontiev,Q32927,Russia,Ust-Usa,Russia,https://en.wikipedia.org/wiki/Valery_Leontiev
Vladimir Vysotsky,Владимир Высоцкий,ebe42a0b-6a6f-4eb6-b436-5c0f351d96f3,SU,Person,Russian singer-songwriter,100,review_needed,Candidate is disambiguated and should be checked manually.,Vladimir Vysotsky,Q512,Russia,Moscow,Soviet Union,https://en.wikipedia.org/wiki/Vladimir_Vysotsky
Ivan the Terrible,Ivan Dawson,402be061-8f91-4bfe-ab69-131e435b3653,,Person,folk punk musician,100,review_needed,Candidate is disambiguated and should be checked manually.,Ivan the Terrible,Q7996,Russia,Kolomenskoye,Grand Principality of Moscow,https://en.wikipedia.org/wiki/Ivan_the_Terrible
Alla Pugacheva,Алла Пугачёва,2f745f25-7681-4c44-b713-34d37a307575,RU,Person,,100,review_needed,Candidate needs manual review.,Alla Pugacheva,Q80510,Russia,Moscow,Berezhki,https://en.wikipedia.org/wiki/Alla_Pugacheva
Dmitri Shostakovich,Дмитрий Дмитриевич Шостакович,519dd32e-8f30-4380-8826-7aa99169e1bb,RU,Person,composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Dmitri Shostakovich,Q80135,Russia,Saint Petersburg,Russian Empire,https://en.wikipedia.org/wiki/Dmitri_Shostakovich
Sergei Rachmaninoff,Сергей Васильевич Рахманинов,44b16e44-da77-4580-b851-0d765904573e,RU,Person,Russian composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Sergei Rachmaninoff,Q131861,Russia,Semenovo,Russian Empire,https://en.wikipedia.org/wiki/Sergei_Rachmaninoff
Nikolai Rimsky-Korsakov,Николай Андреевич Римский‐Корсаков,4cfe7051-f649-4d07-83b3-7a732abe7249,RU,Person,Russian composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Nikolai Rimsky-Korsakov,Q93227,Russia,Tikhvin,Russian Empire,https://en.wikipedia.org/wiki/Nikolai_Rimsky-Korsakov
Alexander Borodin,Александр Порфирьевич Бородин,560b5e65-8d53-41b4-9913-83368f4721a0,RU,Person,Russian composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Alexander Borodin,Q164004,Russia,Saint Petersburg,Russian Empire,https://en.wikipedia.org/wiki/Alexander_Borodin
Modest Petrovich Mussorgsky,Модест Петрович Мусоргский,c1380b12-3909-47d8-a5fd-d20e76123310,RU,Person,composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Modest Petrovich Mussorgsky,Q132682,Russia,Karevo,Russian Empire,https://en.wikipedia.org/wiki/Modest_Mussorgsky
Viktor Tsoi,Виктор Цой,7da030e4-3b08-4e29-b497-344d809589fd,RU,Person,,100,review_needed,Candidate needs manual review.,Viktor Tsoi,Q487125,Russia,Saint Petersburg,Soviet Union,https://en.wikipedia.org/wiki/Viktor_Tsoi
Dima Bilan,Дима Билан,8b86576e-1cf5-46c8-970a-a79d13c2e0f0,RU,Person,,100,review_needed,Candidate needs manual review.,Dima Bilan,Q42904,Russia,Ust-Dzheguta,Russia,https://en.wikipedia.org/wiki/Dima_Bilan
Alexander Scriabin,Александр Николаевич Скрябин,a4eba7b5-aceb-4acf-b297-3c0a3cd42757,RU,Person,pianist and composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Alexander Scriabin,Q185647,Russia,Moscow,Moscow,https://en.wikipedia.org/wiki/Alexander_Scriabin
Nikolai Noskov,Николай Носков,dcf844b2-fb03-49f3-a0ae-ce840ca3e802,RU,Person,,100,review_needed,Candidate needs manual review.,Nikolai Noskov,Q1978163,Russia,Gagarin,Russia,https://en.wikipedia.org/wiki/Nikolai_Noskov
Mikhail Glinka,Михаил Иванович Глинка,e539699a-5cb3-4f73-b60f-691b1499d0af,RU,Person,Russian composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Mikhail Glinka,Q181885,Russia,Novospasskoye,Russian Empire,https://en.wikipedia.org/wiki/Mikhail_Glinka
Nikita Mikhalkov,Никита Михалков,e8971d4d-046f-4625-9945-4aa913f321d8,,Person,,100,review_needed,Candidate needs manual review.,Nikita Mikhalkov,Q55207,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Nikita_Mikhalkov
Yul Brynner,Yul Brynner,7a25c6af-0ff3-4e2a-81aa-795191a1fe86,US,Person,,100,auto_accept,Very high score and near-exact name match.,Yul Brynner,Q102813,Russia,Vladivostok,Far Eastern Republic,https://en.wikipedia.org/wiki/Yul_Brynner
Irving Berlin,Irving Berlin,5e645519-a175-4fe0-9a9b-eb9dc9f506b5,US,Person,,100,auto_accept,Very high score and near-exact name match.,Irving Berlin,Q128746,Russia,Tyumen,New York City,https://en.wikipedia.org/wiki/Irving_Berlin
Alexander Dugin,Peter Alexander,1f27d918-b658-4918-aa18-80897433e14b,AT,Person,"Austrian singer, actor, entertainer and showmaster",100,review_needed,Candidate is disambiguated and should be checked manually.,Alexander Dugin,Q438839,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Aleksandr_Dugin
Mily Balakirev,Милий Алексеевич Балакирев,482dc0a4-0c39-40dc-9d6d-ca250a5ef833,RU,Person,"composer, pianist, conductor",100,review_needed,Candidate is disambiguated and should be checked manually.,Mily Balakirev,Q185040,Russia,Nizhny Novgorod,Nizhny Novgorod,https://en.wikipedia.org/wiki/Mily_Balakirev
Vasily Smyslov,Vasily Kashnikov,40150e53-10d3-4a14-9b53-15bb790bb01a,RU,Person,,100,review_needed,Candidate needs manual review.,Vasily Smyslov,Q104148,Russia,Moscow,Russia,https://en.wikipedia.org/wiki/Vasily_Smyslov
